PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional),,
5357286;Independent Center;CAPE COD CHILDREN'S PLACE;Eastham;MA;;;;;;,,
5357339;Independent Center;CHERUBS CHILD DEV CENTER;Marshfield;MA;;;;;;,,
5374351;Independent Center;ADOPT-A-FAMILY;Lake Worth;FL;;;;;;,,
5374404;Independent Center;LIGHTHOUSE ACADEMY & CDC;Boynton Beach;FL;;;;;;,,
5377767;;PIERCE EXTENDED DAY;Brookline;MA;;;;;;,,
5377781;Independent Center;RUNKLE SCHOOL EXT DAY PROGRAM;Brookline;MA;;;;;;,,
5380025;;REHOBOTH CHILD DEV CTR;Columbia;SC;;;;;;,,
5380415;Independent Center;WHITEFIELD CHILD DEV CTR;Belton;SC;;;;;;,,
5385051;Church/Synagogue;TABERNACLE LEARNING CENTER;Laurel;MD;;;;;;,,
5387918;;HIDENWOOD PRESBYTERIAN PRE-SCH;Newport News;VA;;;;;;,,
5389411;Church/Synagogue;DERBYSHIRE NURSERY SCHOOL;Richmond;VA;;;;;;,,
5389461;Church/Synagogue;CHURCH OF THE BLUE RIDGE DC;Afton;VA;;;;;;,,
5391206;Independent Center;LITTLE HEARTS & HANDS DC;Urbana;IL;;;;;;,,
5393199;College/University Based;UWM CHILDREN'S CENTER;Milwaukee;WI;;;;;;,,
5397224;Independent Center;LAWRENCE COUNTY COOP SCHOOL;Portia;AR;;;;;;,,
5402415;;LITTLE GUPPY CHILD DEV CENTER;Saint Charles;MO;;;;;;,,
5403146;Hospital Centers;EARLY LEARNING CTR OF MILFORD;Milford;NH;;;;;;,,
5404865;Church/Synagogue;EMMANUEL EPISCOPAL DAY SCHOOL;Athens;GA;;;;;;,,
5416351;YMCA/YWCA;YMCA DAY CARE OF CORRY;Corry;PA;;;;;;,,
5422556;;ST GABRIEL'S LITTLE ANGELS PS;McKinney;TX;;;;;;,,
5422843;Independent Center;TYLER CHRISTIAN PRE-SCHOOL;Tyler;TX;;;;;;,,
5424176;;LITTLE SAINTS & SCHOLARS PS;Wylie;TX;;;;;;,,
5425065;;LIGHTHOUSE LEARNING ACADEMY;League City;TX;;;;;;,,
5426497;Independent Center;NEW CITY KIDS AFTER SCHOOL CTR;Jersey City;NJ;;;;;;,,
5428495;Independent Center;DISCOVERY POINT DC-MACLAND;Marietta;GA;;;;;;,,
5429499;Other Chains;DISCOVERY POINT DC-SUGAR HILL;Buford;GA;;;;;;,,
5431117;Independent Center;SHINING STARS DEVAL CDC;West End;NC;;;;;;,,
5432147;;A CHILDS WORLD LEARNING CENTER;Winston Salem;NC;;;;;;,,
5440584;Church/Synagogue;BETH MYER PRE-SCHOOL;Raleigh;NC;;;;;;,,
5441019;Church/Synagogue;SECOND BAPTIST DAY CARE & CDC;Mount Holly;NC;;;;;;,,
5441083;College/University Based;REG CTR FOR THE ADV OF CHLDRN;Clyde;NC;;;;;;,,
5441112;Independent Center;VILLAGE KIDS DAY CARE;Greensboro;NC;;;;;;,,
5448940;Other Chains;PUSCH RIDGE PRE-SCHOOL;Tucson;AZ;;;;;;,,
5450515;Church/Synagogue;LITTLE LIGHTS CHRISTIAN EL CTR;Broomfield;CO;;;;;;,,
5453933;;WILSON'S DAY CARE & LC;Kingstree;SC;;;;;;,,
5454676;Independent Center;MASON RICE AFTER SCHOOL-HUT;Newton Center;MA;;;;;;,,
5454755;Montessori;E BRIDGE MONTESSORI SCHOOL;Westborough;MA;;;;;;,,
5455101;;CHILDREN'S ENRICHMENT CENTER;Mansfield;MA;;;;;;,,
5457587;Church/Synagogue;CREATIVE KIDS DAY CARE;Hattiesburg;MS;;;;;;,,
5459987;Other Chains;MINNIELAND ACADEMY #27;Centreville;VA;;;;;;,,
5460273;Montessori;CHANTILLY MONT-DEI BAMBINI;Chantilly;VA;;;;;;,,
5466461;YMCA/YWCA;YMCA Y DAY CARE PROGRAM;Jamestown;NY;;;;;;,,
5474573;Church/Synagogue;JUMPS- JOSHUA UNITED METH PS;Joshua;TX;;;;;;,,
5476026;Montessori;WHISPERING FARMS MONT ACAD;Prosper;TX;;;;;;,,
10760101;Independent Center;APPLE TREE LEARNING CTRS;Stowe;VT;;;;;;,,
10760266;;WINN BROOK PTA CHILD CARE CTR;Belmont;MA;;;;;;,,
10760644;Church/Synagogue;LITTLE LIGHTS CCC;Clemson;SC;;;;;;,,
10760711;Independent Center;SPRINGVIEW ACADEMY DAY CARE;Mt Pleasant;SC;;;;;;,,
10760943;Independent Center;ALL ABOUT KIDS DAY CARE;Blountville;TN;;;;;;,,
10767563;;GINGERCARE CHRISTIAN ACAD;Aurora;IL;;;;;;,,
10768268;Independent Center;LEARNING TREE CHILD CARE CTR;Huntley;IL;;;;;;,,
10775132;Independent Center;EARLY CHILDHOOD CENTER;New York;NY;;;;;;,,
10778689;Independent Center;VISALIA ADULT SCHOOL CCCC;Visalia;CA;;;;;;,,
10785254;;ST MARY'S PRE-SCH & DAY CARE;Alexandria;VA;;;;;;,,
10786260;Montessori;GUIDEPOST MONTESSORI-RESTON;Herndon;VA;;;;;;,,
10786480;;ST THOMAS DAY SCHOOL;Richmond;VA;;;;;;,,
10788921;Independent Center;CONCORD NEIGHBORHO CCC;Indianapolis;IN;;;;;;,,
10791564;;ST MARY'S SCHOOL SACC;Alexandria;KY;;;;;;,,
10796576;;WONDERS CHILD CARE CTR;Chevy Chase;MD;;;;;;,,
10798457;Church/Synagogue;ADAM LAMB PRE-SCH PRESBY CH;Dardenne Pr;MO;;;;;;,,
10798823;Church/Synagogue;DISCOVERY DAYS PRE-SCHOOL;Columbia;MO;;;;;;,,
10798897;Church/Synagogue;WESTSIDE CHRISTIAN ACADEMY;Waynesville;MO;;;;;;,,
10802022;Church/Synagogue;FIRST BAPTIST ICARD CEC;Connelly Spg;NC;;;;;;,,
10983810;Independent Center;READING FRIENDS PRE-SCHOOL;Aledo;TX;;;;;;,,
10985636;Independent Center;FIRST BAPT CH FRIENDSWOOD CC;Friendswood;TX;;;;;;,,
10992524;Church/Synagogue;CICERO CHRISTIAN SCHOOL;Cicero;IN;;;;;;,,
11024558;;MELODY LANE CHILDRENS CENTER;Riverside;CA;;;;;;,,
11024649;Montessori;LIFETIME MONTESSORI SCHOOL;San Diego;CA;;;;;;,,
11036214;;EARLY IMPRESSIONS DEV CTR;Yulee;FL;;;;;;,,
11041697;;CROSSPOINTE LEARNING CENTER;Dalton;GA;;;;;;,,
11052763;Montessori;BETHANY VILLAGE MONTESSORI SCH;Portland;OR;;;;;;,,
11059046;YMCA/YWCA;BEAR GLASGOW BRANCH YMCA;Newark;DE;;;;;;,,
11162095;Other Chains;KIDS DISCOVERY 5 DC;Gulf Breeze;FL;;;;;;,,
11170781;;WIND 'N WILLOW DAY CARE;Massapequa;NY;;;;;;,,
11179543;Montessori;TLC MONTESSORI PRE-SCH;Murphy;NC;;;;;;,,
11185499;Montessori;GARDEN GATE MONT CCC;Hartland;MI;;;;;;,,
11192519;Independent Center;SHINING STARS DAY CARE CTR;Jourdanton;TX;;;;;;,,
11192894;Independent Center;PETTIT PRIVATE PRE-SCHOOL;Aurora;TX;;;;;;,,
11196759;Montessori;FOUNDATION HILL MONT CCC;Andover;MN;;;;;;,,
11204552;;SCANDINAVIAN PS-SAN FRANCISCO;San Francisco;CA;;;;;;,,
11204708;;ST JOACHIM PRE-SCHOOL;Hayward;CA;;;;;;,,
11211323;;WEE BLESSINGS PRE-SCHOOL;Chandler;AZ;;;;;;,,
11212066;Independent Center;SUNSHINE PRE-SCHOOL;Basking Ridge;NJ;;;;;;,,
11212626;;VILLAGE BABIES DEVELOPMENT CTR;South Orange;NJ;;;;;;,,
11241732;Independent Center;LEARNING PALETTE PRE-SCH;Jamestown;NC;;;;;;,,
11243883;Church/Synagogue;ASCENSION EARLY CHILD CARE CTR;Beverly Hills;MI;;;;;;,,
11244849;;RIVER STREET ELC PRE-SCHOOL;Hartford;CT;;;;;;,,
11264203;YMCA/YWCA;YMCA MOTHERS DAY OUT;Austin;TX;;;;;;,,
11265348;College/University Based;ECSU CHLD & FMLY DEV RES CTR;Willimantic;CT;;;;;;,,
11293541;Church/Synagogue;ROCK SPGS UN METH CH PRE-SCH;Lawrenceville;GA;;;;;;,,
11297808;Church/Synagogue;OUR LADY OF CONSOLATION ELC;Parkesburg;PA;;;;;;,,
11298369;Church/Synagogue;BETHANY CHRISTIAN PRE-SCH;Mount Vernon;WA;;;;;;,,
11298981;Church/Synagogue;TEMPLE BAPTIST PRE-SCHOOL;New Bern;NC;;;;;;,,
11299791;;ANGELA CHAPMANS CHILD CARE;Stillwater;OK;;;;;;,,
11308380;Other Chains;HAPPY DAYS CHILD CARE;Merrillville;IN;;;;;;,,
11309023;Independent Center;MEETING HOUSE PRE-SCH;Alexandria;VA;;;;;;,,
11317563;Church/Synagogue;NEFFSVILLE CHRISTIAN PRE-SCH;Lancaster;PA;;;;;;,,
11327506;YMCA/YWCA;SARPY CMTY YMCA PRE-SCH;Papillion;NE;;;;;;,,
11331387;Church/Synagogue;A CHILDS GARDEN;Severna Park;MD;;;;;;,,
11350682;Independent Center;CHILDRENS VILLAGE;Exeter;RI;;;;;;,,
11350967;Church/Synagogue;INSTITUTE OF CHILD DEVELOPMENT;Norman;OK;;;;;;,,
11354418;Church/Synagogue;GREENHILL SCH CHILD DEVLOPMENT;Addison;TX;;;;;;,,
11365962;Independent Center;HERE WE GROW LEARNING CENTER;Clearwater;FL;;;;;;,,
11392018;Church/Synagogue;OVERLAND HILLS CHRISTIAN PS;Papillion;NE;;;;;;,,
11413143;Other Chains;CREME DE LA CREME-ROMEOVILLE;Romeoville;IL;;;;;;,,
11480031;;GAN YELADIM PRE-SCHOOL;Stamford;CT;;;;;;,,
11490658;;GILMORE MEMORIAL PRE-SCHOOL;Paterson;NJ;;;;;;,,
11492058;Independent Center;MINNIELAND ACAD HEATHCOTE # 40;Haymarket;VA;;;;;;,,
11492242;;MCNEIL PRE-SCHOOL ACADEMY;Alexandria;VA;;;;;;,,
11492618;Church/Synagogue;ASCENSION EPISCOPAL DAY SCH;Norfolk;VA;;;;;;,,
11501673;Independent Center;MY PLACE EARLY LEARNING CTR;Katy;TX;;;;;;,,
11502201;;SECOND BAPTIST PRE-SCHOOL;Huntsville;TX;;;;;;,,
11505253;Montessori;ABSORBENT MINDS MONT SCHOOL;Cuyahoga FLS;OH;;;;;;,,
11505411;;SPROUTS DAY CARE;Indianapolis;IN;;;;;;,,
11506788;Independent Center;GATEWAY ACAD CDC-W ARROWOOD;Charlotte;NC;;;;;;,,
11508384;Church/Synagogue;SHALOH HOUSE PRE-SCHOOL;Stoughton;MA;;;;;;,,
11508621;;SUDBURY COOPERATIVE PRE-SCHOOL;Sudbury;MA;;;;;;,,
11510868;;LLC LIGHTHOUSE LEARNING ACAD;Cookeville;TN;;;;;;,,
11514383;Other Chains;PHOENIX CHLDRNS ACAD HAPPY VLY;Scottsdale;AZ;;;;;;,,
11514735;;NEW VISION PRE-SCHOOL;Mt Hood PRKDL;OR;;;;;;,,
11524546;Other Chains;WEST COUNTY DAY SCHOOL;Chesterfield;MO;;;;;;,,
11524716;Montessori;CASA DIA MONTESSORI-WATSON;Saint Louis;MO;;;;;;,,
11553535;Other Chains;CRAYON CAMPUS;Grand Prairie;TX;;;;;;,,
11554151;Other Chains;WINWOOD CHLD CTR-BRAMBLETON II;Ashburn;VA;;;;;;,,
11554163;Other Chains;FLANAGAN'S PRE-SCHOOL;Plymouth MTNG;PA;;;;;;,,
11554357;Other Chains;PHOENIX CHLDRN'S ACAD CHANDLER;Scottsdale;AZ;;;;;;,,
11554424;Independent Center;PEANUT GALLERY-THE COLONY;The Colony;TX;;;;;;,,
11555038;Independent Center;GATEWAY ACADEMY CDC-GREENVILLE;Greenville;SC;;;;;;,,
11555777;Independent Center;KIDS BAY LEARNING CENTER;San Diego;CA;;;;;;,,
11570882;Church/Synagogue;HOMEWOOD DAY SCHOOL;Homewood;AL;;;;;;,,
11593987;;CLAREMONT NEIGHBORHOOD CCC;Bronx;NY;;;;;;,,
11618006;Montessori;MIAMI SPRINGS MONTESSORI SCH;Miami Springs;FL;;;;;;,,
11619347;;PREMIER ACADEMY;Windermere;FL;;;;;;,,
11621259;;SCOTTSDALE ACADEMY-SOUTHWOOD;Tallahassee;FL;;;;;;,,
11623271;;OHIO WESLEYAN UNIVERSITY ECC;Delaware;OH;;;;;;,,
11627071;Other Chains;MINNIELAND ACADEMY-WOODLAKE;Midlothian;VA;;;;;;,,
11631797;;PANKOW VOCATIONAL CCC;Clinton TWP;MI;;;;;;,,
11631979;;NANNY'S NURSERY;Taylor;MI;;;;;;,,
11632478;Independent Center;TOWNE LAKE ACADEMY-N CAMPUS;Woodstock;GA;;;;;;,,
11633563;;NEW ODYSSEY FOR CHILDREN CCC;Hoschton;GA;;;;;;,,
11640750;;DISCOVERY STATION ELC;Spanaway;WA;;;;;;,,
11640889;Independent Center;SARODGINI DAY CARE;Bellevue;WA;;;;;;,,
11645944;;SCHOOL OF IMAGINATION CCC;Dublin;CA;;;;;;,,
11649720;YMCA/YWCA;YMCA SCHOOLS OUT-DUNBAR;Springfield;MA;;;;;;,,
11652234;Independent Center;A PLACE TO GROW LEALRNING CTR;Pittsburgh;PA;;;;;;,,
11653783;YMCA/YWCA;WEST CHESTER YMCA DAY CARE;West Chester;PA;;;;;;,,
11660748;;LITTLE FOOTSTEPS CHILD DEV CTR;Wayne;NJ;;;;;;,,
11667904;;A STEP AHEAD CHILD DEV CENTER;Conway;SC;;;;;;,,
11670688;;TEMPLE SHAARAY TEFILA NURSERY;New York;NY;;;;;;,,
11673381;;DISCOVERY PRE-SCH;Louisville;KY;;;;;;,,
11675183;;TEMPLE BETH SHALOM PRE-SCHOOL;Las Vegas;NV;;;;;;,,
11682801;;SPROUTS PRE-SCHOOL;McKinney;TX;;;;;;,,
11683415;Church/Synagogue;WESTMINSTER WEEKDAY PRE-SCH;Houston;TX;;;;;;,,
11683441;;WEST UNIVERSITY UNITED METH DC;Houston;TX;;;;;;,,
11688661;Independent Center;SMART START CHILD CARE CENTER;Omaha;NE;;;;;;,,
11756074;;EARLY YEARS PRE-SCHOOL & PDO;Arlington;VA;;;;;;,,
11756206;Independent Center;DESTINY PRE-SCHOOL;Leesburg;VA;;;;;;,,
11756816;Church/Synagogue;FIRST BAPTIST-HERNDON CDC;Herndon;VA;;;;;;,,
11758797;;CARE AFTER SCHOOL-WORTHINGTON;Columbus;OH;;;;;;,,
11759844;;ALTA CANYON SPORTS CCC;Sandy;UT;;;;;;,,
11760312;;HAPPY SPROUTS DC;La Vista;NE;;;;;;,,
11760623;;STEPPING STONES CC LRNG CTR;Brainerd;MN;;;;;;,,
11762425;;CHILDREN FIRST CLUB;Granby;MA;;;;;;,,
11774686;;MONARCH LEARNING ACADEMY;Orlando;FL;;;;;;,,
11776608;;GARDNER SCHOOL;Nashville;TN;;;;;;,,
11789655;;HEARTLAND CHILD CARE CTR;Lafayette;IN;;;;;;,,
11798163;;NOAH'S ARK ACADEMY;Sugar Land;TX;;;;;;,,
11800376;;ABIDING PRESENCE LUTHERAN DC;San Antonio;TX;;;;;;,,
11815436;Other Chains;CHILDREN'S CORNER LRNG CTR;Wappingers Fl;NY;;;;;;,,
11840118;;DICK HOWSER CHILD CARE CTR;Tallahassee;FL;;;;;;,,
11840120;;SCOTTSDALE ACADEMY;Tallahassee;FL;;;;;;,,
11844920;;BUILDING BLOCKS ACADEMY 2;Winter Haven;FL;;;;;;,,
11846708;;VILLAGE VIEW CHRISTIAN ACADEMY;Summerfield;FL;;;;;;,,
11846887;;FIRST STEPS PRE-SCHOOL;Ocala;FL;;;;;;,,
11853725;;HILLTOP NEIGHBORHOOD HOUSE DC;Valparaiso;IN;;;;;;,,
11854858;;NYACK CENTER SACC;Nyack;NY;;;;;;,,
11857290;;WESTERN BRANCH ACADEMY;Chesapeake;VA;;;;;;,,
11861071;;APRENDE CON AMIGOS CCC;Portland;OR;;;;;;,,
11861588;;VISUALLY IMPAIRED PRE-SCH;Louisville;KY;;;;;;,,
11862647;;EDUCATION EXPRESS CCC;La Vista;NE;;;;;;,,
11862685;;EDUCATION EXPRESS CCC;Omaha;NE;;;;;;,,
11868873;;APPLE TREE CHILDRENS CTR;Clive;IA;;;;;;,,
11871088;;ROBERT J WILF PRE-SCHL & KNDG;Wynnewood;PA;;;;;;,,
11872094;;ABC KIDZ KARE DAY CARE;West Chester;PA;;;;;;,,
11873191;;NORTHMINSTER CHRISTIAN PRE-SCH;Tucson;AZ;;;;;;,,
11876686;Family Day Residences;SWEET PEA'S LEARNING CTR;Trenton;GA;;;;;;,,
11877185;;DISCOVERY POINT DC-OAKWOOD;Flowery Br;GA;;;;;;,,
11879078;Independent Center;BRIGHT & EARLY-N BRANFORD CTR;N Branford;CT;;;;;;,,
11884217;;SONSHINE LEARNING CENTER;New Richmond;WI;;;;;;,,
11885041;;LITTLE SCHOOL HOUSE-ALTOONA;Altoona;WI;;;;;;,,
11889035;;PROVIDENCE PREPARATORY PRE-SCH;Charlotte;NC;;;;;;,,
11892549;;CHABAD LUBAVITCH CCC-W SIDE;New York;NY;;;;;;,,
11896337;;BRIGHT BEGINNINGS CC ACADEMY;Cherry Hill;NJ;;;;;;,,
11897123;;ST HELENAS EARLY ENRICHMENT PS;Boerne;TX;;;;;;,,
11897472;;SAN ANTONIO COTTAGE CDC 2;San Antonio;TX;;;;;;,,
11897563;;BLOSSOM HEIGHTS CHILD DEV CTR;Houston;TX;;;;;;,,
11904726;;NEW HOPE CHRISTIAN PRE-SCH CTR;Keller;TX;;;;;;,,
11905122;Montessori;TEMPLE MONTESSORI SCHOOL & CCC;Temple;TX;;;;;;,,
11905809;;GOOD SHEPHERD LUTH PRE-SCH;Elgin;IL;;;;;;,,
11909037;;HOPE 4 KIDS PRE-SCH;Santa Barbara;CA;;;;;;,,
11929697;Other Chains;NEXT GENERATION CHILDREN'S CTR;Hopkinton;MA;;;;;;,,
11935567;College/University Based;PHEBE ANNA THORNE SCHOOL;Bryn Mawr;PA;;;;;;,,
11946023;;COVENANT UMC CHRISTIAN ACADEMY;Greer;SC;;;;;;,,
11947388;Independent Center;FORT COURAGE CHILD CARE;Missoula;MT;;;;;;,,
11948837;Montessori;TRUST MONTESSORI SCHOOL;San Jose;CA;;;;;;,,
11951042;;LITTLE HANDS LRNG CTR ACADEMY;Chicago;IL;;;;;;,,
11951901;;ANKENY CHRISTIAN CHILD CARE;Ankeny;IA;;;;;;,,
11954903;Independent Center;EDUCATIONAL PLAYCARE-WINDSOR;Windsor;CT;;;;;;,,
11955969;Independent Center;CITY OF LIFE CORPORATION;Nashville;TN;;;;;;,,
11956858;;STRAUSS CTR FOR EARLY CHLDHD;Tucson;AZ;;;;;;,,
11957395;;ARTS FOR ALL;Tucson;AZ;;;;;;,,
11957527;;CHAPEL HILLS CHURCH PRE-SCHOOL;Colorado Spgs;CO;;;;;;,,
11957979;;ASPEN CREEK ACADEMY;Littleton;CO;;;;;;,,
11959434;YMCA/YWCA;FALLBROOK YMCA;Lincoln;NE;;;;;;,,
11964922;;OCONEE PRE-SCH ACADEMY II;Watkinsville;GA;;;;;;,,
11965029;;MT PISGAH CHRN SCH;Johns Creek;GA;;;;;;,,
11965110;;LA O'WN ACADEMY;Roswell;GA;;;;;;,,
11965512;;CREEKSIDE CHRISTIAN;Cumming;GA;;;;;;,,
11967168;;DOWNTOWN HAMPTON CDC-MARY PEAK;Hampton;VA;;;;;;,,
11967807;;UNIVERSITY N O W DAY NURSERY;Princeton;NJ;;;;;;,,
11968629;;JEWISH CMTY CTR-METRO WEST;West Orange;NJ;;;;;;,,
11968904;;BOYS & GIRLS CLUB-M & L KATZ;Camden;NJ;;;;;;,,
11970000;;PRIMARY BEGINNINGS CHILD DEV;Raleigh;NC;;;;;;,,
11971597;;THE HAYES SCHOOL OF WONDER;Carrollton;TX;;;;;;,,
11972486;;REDEEMER LUTH CHILD DEV CTR;Austin;TX;;;;;;,,
11973363;;MARLANDWOOD DAYCARE;Temple;TX;;;;;;,,
11980017;;MOTHER OF CHRIST CATH LRNG CTR;Miami;FL;;;;;;,,
11981671;Montessori;SOUTHSHORE MONTESSORI;Apollo Beach;FL;;;;;;,,
11986906;;THE IVY INTERNATIONAL SCHOOL;Austin;TX;;;;;;,,
11989295;;RISE SCHOOL OF CORPUS CHRISTI;Corp Christi;TX;;;;;;,,
11997644;;CHRIST & ST STEPHENS CH PS;New York;NY;;;;;;,,
11999331;;EASTERN NM UNIVERSITY;Portales;NM;;;;;;,,
11999733;;PARK PREP ACADEMY;Jersey City;NJ;;;;;;,,
12004355;;PETER PAN PRE-SCH & CHILDCARE;North Mankato;MN;;;;;;,,
12006250;;LITTLE LAMBS CHRIST CC CRANBRK;Bloomfld TWP;MI;;;;;;,,
12011334;;AUBURN CHILD CARE;Auburn;IL;;;;;;,,
12012780;;ATLANTA CHILDREN'S SHELTER;Atlanta;GA;;;;;;,,
12016011;Independent Center;EXPLORE & DISCOVER-HIGHLAND PK;Denver;CO;;;;;;,,
12019568;YMCA/YWCA;DESERT YMCA/CARTER SCHOOL;Palm Desert;CA;;;;;;,,
12019570;YMCA/YWCA;YMCA/A EARHARDT CCC-DESERT;Indio;CA;;;;;;,,
12047838;Church/Synagogue;PARAMOUNT CHRISTIAN ACADEMY;Lacey;WA;;;;;;,,
12049927;Montessori;FIORE MONTESSORI;Vienna;VA;;;;;;,,
12050263;;BRIDGEPOINT ACADEMY;Pearland;TX;;;;;;,,
12051786;;SOA CHILD LEARNING CENTER;San Antonio;TX;;;;;;,,
12051970;;BAYOU VILLAGE SCHOOL;Houston;TX;;;;;;,,
12052132;;REDEEMER DAY SCHOOL;McKinney;TX;;;;;;,,
12056308;;CUSTER ROAD CHRISTIAN DAY SCH;Plano;TX;;;;;;,,
12065000;;ALL ABOUT KIDS CC & LRN CTR;Cincinnati;OH;;;;;;,,
12065024;;ARMSTRONG CHAPEL PRE-SCHOOL;Cincinnati;OH;;;;;;,,
12067474;;CREATIVE KIDS KENT;Holmes;NY;;;;;;,,
12068076;;THE OLIVE TREEHOUSE GROUP;Brooklyn;NY;;;;;;,,
12069446;;ST PAUL'S CHLD DVLP CTR;Las Cruces;NM;;;;;;,,
12069771;;MANCHESTER CHLD DVLP CTR;Manchester;NH;;;;;;,,
12073215;;EXPLORATION STATION;Burlington;NC;;;;;;,,
12073538;Independent Center;KIDS CLUB;Columbus;MT;;;;;;,,
12076944;;CHARLTON HESTON ACADEMY GSRP;Saint Helen;MI;;;;;;,,
12080608;;TENDER LEARNING CENTRE;Wilmington;MA;;;;;;,,
12083791;;NATURES SCHOLARS CENTER;Ringwood;IL;;;;;;,,
12087527;Montessori;STEPPING STONE MONTESSORI;Alpharetta;GA;;;;;;,,
12089903;;NEW BETHEL ACADEMY;Panama City;FL;;;;;;,,
12093588;;SMALL CHARACTERS;Denver;CO;;;;;;,,
12118815;;FREE SYNAGOGUE;New York;NY;;;;;;,,
12119053;;BRONX HOUSE;Bronx;NY;;;;;;,,
12119211;;COMPASS SCHOOLHOUSE;Westfield;NJ;;;;;;,,
12120789;Montessori;BERGEN-LAFAYETTE MONTESSRI SCH;Jersey City;NJ;;;;;;,,
12122763;;OPEN ARMS ACADEMY;Wilmington;DE;;;;;;,,
12128054;;CORNERSTONE EARLY LEARNING CTR;Hugo;MN;;;;;;,,
12128664;;RAISE UP;Harlan;IN;;;;;;,,
12132469;;MINNIELAND ACADEMY-COL HGHTS;Colonial Hgts;VA;;;;;;,,
12134314;;BREAKTHROUGH BEGINNERS;Chicago;IL;;;;;;,,
12137471;;GERMAN INTERNATIONL SCH-DALLAS;Farmers BRNCH;TX;;;;;;,,
12137483;;GENIUS CHILD ACADEMY;McKinney;TX;;;;;;,,
12143731;;LANGUAGE TREE;Columbia;MO;;;;;;,,
12149838;;SPRINGVIEW ACADEMY;Hialeah;FL;;;;;;,,
12153841;;RIVER SONG WALDORF SCHOOL;Fort Collins;CO;;;;;;,,
12181082;;KIDS COVE PS-NORTH SHORE UMC;Canyon Lake;TX;;;;;;,,
12187969;;KINGDOM KIDS CHRISTIAN PRESCH;Orangevale;CA;;;;;;,,
12189541;;MANHATTAN SCHOOL HOUSE;New York;NY;;;;;;,,
12189864;;A HOUSE ON BEEKMAN;Bronx;NY;;;;;;,,
12190186;;CREATIVE KIDS LC-DEER SPRINGS;N Las Vegas;NV;;;;;;,,
12193944;;LEARNING PATH CHILDCARE;Marble Falls;TX;;;;;;,,
12195007;;DISCOVERING MINDS CDC;Bay City;TX;;;;;;,,
12197457;;TUSSING ELEMENTARY SCHOOL;Pickerington;OH;;;;;;,,
12198906;;MY SECOND HOME EARLY LRNG SCH;Columbus;OH;;;;;;,,
12201096;Independent Center;FUTURE LEADERS LEARNING CENTER;Brandywine;MD;;;;;;,,
12203769;;SUNCREST CHILDCARE ELC;Morgantown;WV;;;;;;,,
12204440;;MUSTARD SEED PRESCHOOL;Franklin;TN;;;;;;,,
12208240;;BUMBLE BEE CLUB LEARNING CTR;Clearwater;FL;;;;;;,,
12210231;Montessori;INDEPENDENCE MONTESSORI ACAD;Broadway;NC;;;;;;,,
12211699;;JEFFERSON BRETHREN PRESCHOOL;Goshen;IN;;;;;;,,
12213312;;SVSU EARLY EDUCATION;Bennington;VT;;;;;;,,
12214847;;HARRISON VILLAGE CHILDCARE;Omaha;NE;;;;;;,,
12217150;;EXPLORATION STATION;House Springs;MO;;;;;;,,
12219081;;GARDENGATE ACADEMY;Natick;MA;;;;;;,,
12219110;;LEARNING WELL;W Bridgewater;MA;;;;;;,,
12220016;;KIDS TIME ACADEMY;Dallas;GA;;;;;;,,
12220523;;SARATOGA FRENCH CULTURAL PS;Saratoga;CA;;;;;;,,
12224012;;EPIC ENDEAVORS PRESCHOOL ACAD;Rochester;MN;;;;;;,,
12241060;;LEARNING EXP-BLOOMINGDALE;Brandon;FL;;;;;;,,
12245195;;BOYS & GIRLS CLUB-NORTHWEST;El Dorado;AR;;;;;;,,
12245470;;BOYS & GIRLS CLUB-ST LUKE'S MN;Cleveland;OH;;;;;;,,
12247181;;BOYS & GIRLS CLUB-EAST;Toledo;OH;;;;;;,,
12248379;;BOYS & GIRLS CLUB-ARLINGTON;Arlington;WA;;;;;;,,
12250011;;BOYS & GIRLS CLUB-WAREHAM;Onset;MA;;;;;;,,
12265808;;LORD'S LAMBS CHILD CARE;Elkhorn;NE;;;;;;,,
12270061;YMCA/YWCA;SOUTHWEST YMCA DAY CAMP;Greenfield;WI;;;;;;,,
12272306;;GOLDEN PATH ACADEMY;Sterling;VA;;;;;;,,
12272617;;INFINITE SUCCESS ACADEMY;South Jordan;UT;;;;;;,,
12275827;;AROUND THE WORLD BILING ACAD;Norman;OK;;;;;;,,
12280195;;LITTLE LIFE ACADEMY;Cornelius;NC;;;;;;,,
12282399;;SPECTRUM STATION BLUE SPRINGS;Blue Springs;MO;;;;;;,,
12282428;;SPECTRUM STATION BARRY ROAD;Kansas City;MO;;;;;;,,
12284866;;CHILDREN OF TOMORROW LC CARVER;Carver;MN;;;;;;,,
12285846;;EDUPLAY DISCOVERY CENTER;Frankenmuth;MI;;;;;;,,
12286876;;WELLESLEY CLG CHILD STUDY CTR;Wellesley;MA;;;;;;,,
12290451;;SMALL WONDERS DAY CARE-II;Plymouth;IN;;;;;;,,
12290463;;FLANNER HOUSE CHILD DEV CTR;Indianapolis;IN;;;;;;,,
12290504;;ABC'S & 123'S LEARNING CENTER;Noblesville;IN;;;;;;,,
12293324;;BEAUTIFUL SAVIOR PRE-SCH;Olathe;KS;;;;;;,,
